"","Geo_FIPS","cl2000","cl2010","cl2014","change"
"199",6001433000,0,12,12,1
"200",6001433102,0,7,12,2
"201",6001433200,0,3,12,2
"202",6001433200,0,3,12,2
"203",6001433300,0,12,12,1
"204",6001433400,0,4,10,2
"205",6001433400,0,4,10,2
"206",6001433500,0,12,12,1
"207",6001433600,0,7,12,2
"208",6001433700,0,8,9,2
"209",6001433800,0,10,9,2
"210",6001433900,0,7,6,2
"211",6001434000,0,3,6,2
"212",6001435102,0,12,10,2
"213",6001435200,0,12,12,1
"214",6001435300,0,3,9,2
"215",6001435400,0,7,12,2
"216",6001435500,0,7,9,2
"217",6001435700,0,12,12,1
"218",6001435800,0,12,12,1
"219",6001436000,0,12,12,1
"220",6001436100,0,7,12,2
"221",6001436200,0,3,6,2
"222",6001436300,0,7,9,2
"223",6001436401,0,12,12,1
"224",6001436402,0,12,10,2
"225",6001436500,0,7,9,2
"226",6001436500,0,7,9,2
"227",6001436601,0,7,9,2
"228",6001436602,0,7,9,2
"229",6001436700,0,8,9,2
"230",6001436800,0,7,9,2
"231",6001436900,0,7,9,2
"232",6001437000,0,10,12,2
"233",6001437200,0,10,10,1
"234",6001437300,0,10,9,2
"235",6001437500,0,8,6,2
"236",6001437600,0,10,9,2
"237",6001437800,0,10,10,1
"238",6001437900,0,3,9,2
"239",6001438000,0,12,12,1
"240",6001438100,0,10,12,2
"241",6001438201,0,10,9,2
"242",6001438300,2,10,9,2
"243",6001438400,0,12,12,1
"244",6001440100,0,10,12,2
"245",6001440200,0,8,9,2
"246",6001440301,0,10,12,2
"247",6001440304,0,10,10,1
"248",6001440306,0,10,10,1
"249",6001440307,0,10,12,2
"250",6001440308,0,10,10,1
"251",6001440331,0,10,10,1
"252",6001441100,0,12,10,2
"253",6001441200,0,10,10,1
"254",6001441301,0,12,10,2
"255",6001441302,0,10,10,1
"256",6001441401,0,10,10,1
"257",6001441402,0,12,10,2
"258",6001441402,0,12,10,2
"259",6001441501,0,12,13,2
"260",6001441503,0,12,13,2
"261",6001441521,0,12,13,2
"262",6001441522,0,12,10,2
"263",6001441601,0,10,12,2
"264",6001441602,0,10,10,1
"265",6001441700,0,12,10,2
"266",6001441800,0,10,10,1
"267",6001441921,0,5,10,2
"268",6001441923,0,7,5,2
"269",6001442000,0,12,13,2
"270",6001442100,0,12,13,2
"271",6001442200,0,12,13,2
"272",6001442400,0,10,12,2
"273",6001442500,0,10,12,2
"274",6001442700,0,12,10,2
"275",6001442800,0,10,10,1
"276",6001442900,0,10,10,1
"277",6001443001,0,12,10,2
"278",6001443002,0,10,10,1
"279",6001443102,0,12,13,2
"280",6001443103,0,12,13,2
"281",6001443200,0,12,13,2
"282",6001443200,0,12,13,2
"283",6001443301,0,12,13,2
"284",6001443301,0,12,13,2
"285",6001444100,0,12,10,2
"286",6001444200,0,10,10,1
"287",6001444400,0,10,9,2
"288",6001444500,0,10,10,1
"289",6001450200,0,5,10,2
"290",6001450300,0,12,10,2
"291",6001450400,0,12,10,2
"292",6001450601,1,1,10,1
"293",6001450602,0,12,10,2
"294",6001450603,0,12,10,2
"295",6001450604,0,1,10,2
"296",6001450605,0,3,10,2
"297",6001450606,0,12,10,2
"298",6001450607,0,5,2,2
"299",6001450701,1,1,1,0
"300",6001450701,1,1,1,0
"301",6001450701,0,1,1,1
"302",6001450741,0,3,10,2
"303",6001450742,0,12,10,2
"304",6001451101,0,12,10,2
"305",6001451102,0,1,1,1
"306",6001451201,0,12,10,2
"307",6001451201,0,12,10,2
"308",6001451202,0,12,10,2
"309",6001451202,0,12,10,2
"310",6001451202,0,12,10,2
"311",6001451300,0,12,10,2
"312",6001451401,0,12,10,2
"313",6001451501,0,3,10,2
"314",6001451503,0,12,10,2
"315",6001451601,0,12,10,2
"316",6001451602,0,12,10,2
"317",6013301000,0,12,12,1
"318",6013305000,0,2,3,2
"319",6013305000,0,2,3,2
"320",6013306002,0,12,12,1
"321",6013307101,0,12,12,1
"322",6013307101,0,12,12,1
"323",6013307102,0,7,9,2
"324",6013307201,0,3,3,1
"325",6013307202,0,3,6,2
"326",6013307204,0,12,12,1
"327",6013307205,0,8,9,2
"328",6013308001,0,12,12,1
"329",6013308002,0,12,10,2
"330",6013309000,0,12,12,1
"331",6013310000,0,8,6,2
"332",6013311000,0,8,6,2
"333",6013312000,0,8,9,2
"334",6013313101,0,8,6,2
"335",6013313102,0,8,12,2
"336",6013313103,0,12,12,1
"337",6013314102,0,10,9,2
"338",6013314102,0,10,9,2
"339",6013314103,0,8,6,2
"340",6013314104,0,8,6,2
"341",6013314200,0,8,9,2
"342",6013314200,0,8,9,2
"343",6013314200,0,8,9,2
"344",6013315000,0,12,10,2
"345",6013315000,0,12,10,2
"346",6013315000,0,12,10,2
"347",6013316000,0,2,3,2
"348",6013316000,0,2,3,2
"349",6013317000,0,7,3,2
"350",6013318000,0,3,14,2
"351",6013318000,0,3,14,2
"352",6013319000,0,3,3,1
"353",6013320001,0,12,12,1
"354",6013320001,0,12,12,1
"355",6013321101,0,12,12,1
"356",6013321102,0,3,10,2
"357",6013321102,0,3,10,2
"358",6013321102,0,3,10,2
"359",6013321103,0,3,10,2
"360",6013321103,1,3,10,2
"361",6013321200,0,5,5,1
"362",6013322000,0,3,10,2
"363",6013323000,0,3,14,2
"364",6013325000,0,3,14,2
"365",6013325000,0,3,14,2
"366",6013326000,0,3,14,2
"367",6013327000,0,7,12,2
"368",6013327000,0,7,12,2
"369",6013328000,0,7,5,2
"370",6013329000,0,12,3,2
"371",6013330000,0,12,3,2
"372",6013331000,0,12,3,2
"373",6013332000,0,12,10,2
"374",6013333200,0,12,12,1
"375",6013334001,0,12,3,2
"376",6013334004,0,5,12,2
"377",6013335000,0,12,3,2
"378",6013336101,0,8,6,2
"379",6013336102,0,8,6,2
"380",6013337100,0,12,10,2
"381",6013337200,0,12,3,2
"382",6013337300,0,3,1,2
"383",6013338201,0,1,1,1
"384",6013338301,0,1,1,1
"385",6013338302,0,1,1,1
"386",6013340001,0,3,10,2
"387",6013340001,0,3,10,2
"388",6013340002,0,1,1,1
"389",6013341000,0,3,14,2
"390",6013343001,0,3,10,2
"391",6013343002,0,3,1,2
"392",6013343003,0,3,1,2
"393",6013343003,0,3,1,2
"394",6013345101,0,12,10,2
"395",6013345102,0,12,10,2
"396",6013345103,0,12,14,2
"397",6013345105,0,12,1,2
"398",6013345108,0,12,13,2
"399",6013345202,0,12,10,2
"400",6013345202,0,12,10,2
"401",6013346101,1,1,1,0
"402",6013346102,1,1,1,0
"403",6013346201,1,1,1,0
"404",6013347000,1,1,1,0
"405",6013347000,0,1,1,1
"406",6013348000,1,1,1,0
"407",6013348000,1,1,1,0
"408",6013349000,0,3,1,2
"409",6013350000,0,3,1,2
"410",6013351200,1,1,1,0
"411",6013352101,0,1,1,1
"412",6013352102,1,1,1,0
"413",6013352201,0,1,1,1
"414",6013352202,1,3,1,2
"415",6013353001,1,1,1,0
"416",6013353001,1,1,1,0
"417",6013353002,1,1,1,0
"418",6013354001,1,1,1,0
"419",6013354002,1,1,1,0
"420",6013355200,0,12,10,2
"421",6013355301,0,12,10,2
"422",6013355302,1,1,1,0
"423",6013355304,0,12,10,2
"424",6013356001,0,10,10,1
"425",6013356001,0,10,10,1
"426",6013356002,0,12,10,2
"427",6013356002,0,12,10,2
"428",6013356002,0,12,10,2
"429",6013356002,1,12,10,2
"430",6013356002,0,12,10,2
"431",6013357000,0,3,14,2
"432",6013358000,0,12,12,1
"433",6013359102,0,12,12,1
"434",6013359202,0,12,10,2
"435",6013359202,0,12,10,2
"436",6013359203,0,12,10,2
"437",6013359203,0,12,10,2
"438",6013359204,0,12,10,2
"439",6013359204,0,12,10,2
"440",6013359204,0,12,10,2
"441",6013360200,0,12,12,1
"442",6013361000,1,12,12,1
"443",6013361000,0,12,12,1
"444",6013361000,0,12,12,1
"445",6013361000,0,12,12,1
"446",6013361000,1,12,12,1
"447",6013362000,0,3,10,2
"448",6013362000,0,3,10,2
"449",6013362000,0,3,10,2
"450",6013362000,0,3,10,2
"451",6013363000,0,12,12,1
"452",6013364002,0,12,9,2
"453",6013364002,0,12,9,2
"454",6013365002,0,3,6,2
"455",6013366001,0,10,9,2
"456",6013366002,0,8,9,2
"457",6013366002,0,8,9,2
"458",6013367100,2,3,12,2
"459",6013367100,0,3,12,2
"460",6013367200,0,10,9,2
"461",6013367200,2,10,9,2
"462",6013369001,0,7,6,2
"463",6013369002,0,12,9,2
"464",6013369002,0,12,9,2
"465",6013370000,0,3,12,2
"466",6013371000,0,7,9,2
"467",6013372000,0,8,6,2
"468",6013373000,0,8,9,2
"469",6013374000,0,7,9,2
"470",6013375000,0,8,6,2
"471",6013376000,0,3,6,2
"472",6013377000,0,3,9,2
"473",6013378000,0,3,14,2
"474",6013378000,0,3,14,2
"475",6013379000,0,3,6,2
"476",6013380000,0,7,5,2
"477",6013381000,0,3,6,2
"478",6013382000,2,3,6,2
"479",6013382000,0,3,6,2
"480",6013383000,0,4,2,2
"481",6013383000,0,4,2,2
"482",6013383000,2,4,2,2
"483",6013384000,0,3,1,2
"484",6013384000,0,3,1,2
"485",6013385100,1,3,1,2
"486",6013385200,0,3,1,2
"487",6013386000,2,7,5,2
"488",6013386000,0,7,5,2
"489",6013386000,0,7,5,2
"490",6013387000,0,4,2,2
"491",6013388000,0,4,2,2
"492",6013389100,0,4,2,2
"493",6013389200,2,7,5,2
"494",6013390100,1,3,1,2
"495",6013390100,1,3,1,2
"496",6013390200,0,3,1,2
"497",6013390200,1,3,1,2
"498",6013390200,1,3,1,2
"499",6013391000,1,3,1,2
"500",6013391000,1,3,1,2
"501",6013391000,1,3,1,2
"502",6013392000,1,3,1,2
"503",6013392000,0,3,1,2
"504",6041101100,0,3,1,2
"505",6041101200,0,3,10,2
"506",6041102100,0,3,1,2
"507",6041103100,0,3,14,2
"508",6041103200,0,12,10,2
"509",6041104101,0,12,10,2
"510",6041104102,0,12,12,1
"511",6041104200,0,3,10,2
"512",6041104200,0,3,10,2
"513",6041104300,0,3,14,2
"514",6041105000,0,12,10,2
"515",6041106001,0,7,2,2
"516",6041106001,0,7,2,2
"517",6041106002,0,12,10,2
"518",6041107000,0,1,1,1
"519",6041108100,0,1,1,1
"520",6041108200,0,7,10,2
"521",6041110100,0,7,1,2
"522",6041110200,1,3,1,2
"523",6041111000,0,7,10,2
"524",6041111000,1,7,10,2
"525",6041111000,0,7,10,2
"526",6041111000,1,7,10,2
"527",6041112100,0,7,10,2
"528",6041113000,0,3,14,2
"529",6041114100,0,3,14,2
"530",6041114100,0,3,14,2
"531",6041114200,0,3,14,2
"532",6041114200,0,3,14,2
"533",6041115000,0,1,1,1
"534",6041115000,0,1,1,1
"535",6041116000,0,3,1,2
"536",6041116000,0,3,1,2
"537",6041117000,1,3,14,2
"538",6041117000,0,3,14,2
"539",6041118100,1,1,1,0
"540",6041118100,1,1,1,0
"541",6041118100,0,1,1,1
"542",6041119100,1,1,1,0
"543",6041119100,1,1,1,0
"544",6041119100,1,1,1,0
"545",6041120000,1,3,1,2
"546",6041120000,0,3,1,2
"547",6041120000,1,3,1,2
"548",6041121100,0,3,1,2
"549",6041121100,0,3,1,2
"550",6041121100,1,3,1,2
"551",6041121200,0,3,1,2
"552",6041123000,1,1,1,0
"553",6041124100,1,1,1,0
"554",6041124200,1,1,1,0
"555",6041125000,0,3,2,2
"556",6041126100,1,1,1,0
"557",6041126100,1,1,1,0
"558",6041126200,0,3,1,2
"559",6041127000,1,1,1,0
"560",6041127000,1,1,1,0
"561",6041128100,1,1,1,0
"562",6041128200,1,1,1,0
"563",6041128200,1,1,1,0
"564",6041129000,2,7,4,2
"565",6041129000,1,7,4,2
"566",6041132100,0,3,14,2
"567",6041132200,0,3,14,2
"568",6041133000,0,3,14,2
"569",6041133000,0,3,14,2
"570",6055200201,0,7,9,2
"571",6055200202,0,7,9,2
"572",6055200203,0,7,9,2
"573",6055200400,0,3,10,2
"574",6055200501,0,8,9,2
"575",6055200503,0,7,9,2
"576",6055200703,0,3,14,2
"577",6055200802,0,12,12,1
"578",6055201200,0,12,12,1
"579",6055201300,0,3,14,2
"580",6055201500,0,3,14,2
"581",6055201700,0,3,10,2
"582",6055201800,0,12,14,2
"583",6055202000,0,12,12,1
"584",6055202000,0,12,12,1
"585",6075010100,0,5,5,1
"586",6075010200,0,3,2,2
"587",6075010300,6,3,5,2
"588",6075010400,6,3,5,2
"589",6075010500,0,5,5,1
"590",6075010600,6,5,7,2
"591",6075010700,2,7,7,1
"592",6075010800,6,5,5,1
"593",6075010900,6,3,2,2
"594",6075010900,6,3,2,2
"595",6075011000,6,5,5,1
"596",6075011100,6,5,4,2
"597",6075011200,6,3,5,2
"598",6075011300,2,7,7,1
"599",6075011700,3,7,4,2
"600",6075011700,3,7,4,2
"601",6075011800,2,7,7,1
"602",6075012000,6,5,4,2
"603",6075012100,6,5,4,2
"604",6075012700,0,3,2,2
"605",6075012800,0,3,2,2
"606",6075012800,0,3,2,2
"607",6075013000,0,3,2,2
"608",6075013200,0,3,2,2
"609",6075013300,0,3,2,2
"610",6075013400,0,3,2,2
"611",6075013500,0,3,2,2
"612",6075015100,0,5,5,1
"613",6075015200,6,3,2,2
"614",6075015300,0,3,2,2
"615",6075015400,0,3,2,2
"616",6075015500,0,7,5,2
"617",6075015600,6,3,5,2
"618",6075015700,6,3,5,2
"619",6075015900,0,5,5,1
"620",6075016000,0,5,5,1
"621",6075016100,3,7,4,2
"622",6075016200,6,3,5,2
"623",6075016300,6,3,5,2
"624",6075016400,6,3,5,2
"625",6075016500,6,3,5,2
"626",6075016600,6,3,5,2
"627",6075016700,6,3,2,2
"628",6075016900,6,3,2,2
"629",6075017000,0,3,2,2
"630",6075017601,3,7,5,2
"631",6075017700,6,7,4,2
"632",6075017902,2,7,4,2
"633",6075018000,0,5,5,1
"634",6075020100,0,5,4,2
"635",6075020200,6,3,5,2
"636",6075020300,6,3,2,2
"637",6075020500,0,3,2,2
"638",6075020600,0,3,2,2
"639",6075020700,6,3,2,2
"640",6075020800,0,7,4,2
"641",6075020900,0,7,4,2
"642",6075021000,6,3,2,2
"643",6075021100,0,3,2,2
"644",6075021200,0,3,2,2
"645",6075021300,0,3,2,2
"646",6075021400,0,3,2,2
"647",6075021500,0,3,2,2
"648",6075021600,0,3,2,2
"649",6075021700,0,3,2,2
"650",6075021800,0,3,2,2
"651",6075022702,0,3,2,2
"652",6075022801,0,7,4,2
"653",6075022802,2,7,4,2
"654",6075022803,0,7,4,2
"655",6075022901,0,7,4,2
"656",6075022902,0,7,4,2
"657",6075022903,0,7,4,2
"658",6075023001,2,4,8,2
"659",6075023003,2,4,8,2
"660",6075023102,2,3,6,2
"661",6075023103,0,3,6,2
"662",6075023200,0,3,3,1
"663",6075023300,2,4,8,2
"664",6075023400,0,4,8,2
"665",6075025100,0,3,2,2
"666",6075025100,2,3,2,2
"667",6075025200,2,7,2,2
"668",6075025300,2,7,4,2
"669",6075025401,2,7,4,2
"670",6075025402,2,4,2,2
"671",6075025402,2,4,2,2
"672",6075025403,2,10,9,2
"673",6075025500,2,10,12,2
"674",6075025600,2,4,12,2
"675",6075025800,2,4,12,2
"676",6075025800,2,4,12,2
"677",6075025900,2,10,10,1
"678",6075026001,2,10,12,2
"679",6075026002,2,10,12,2
"680",6075026003,2,10,12,2
"681",6075026004,2,10,12,2
"682",6075026100,2,10,12,2
"683",6075026200,2,10,12,2
"684",6075026301,2,4,12,2
"685",6075026302,0,10,12,2
"686",6075026302,2,10,12,2
"687",6075026303,2,10,12,2
"688",6075026401,2,4,8,2
"689",6075026402,2,4,12,2
"690",6075026402,2,4,12,2
"691",6075026403,2,4,8,2
"692",6075026403,2,4,8,2
"693",6075026404,2,4,8,2
"694",6075030101,6,3,5,2
"695",6075030102,0,3,2,2
"696",6075030201,6,4,5,2
"697",6075030202,6,3,5,2
"698",6075030301,2,3,2,2
"699",6075030302,0,4,12,2
"700",6075030400,0,3,1,2
"701",6075030500,0,3,2,2
"702",6075030600,0,3,1,2
"703",6075030700,0,3,2,2
"704",6075030800,0,3,1,2
"705",6075030900,0,3,1,2
"706",6075031000,0,4,2,2
"707",6075031100,2,4,2,2
"708",6075031100,2,4,2,2
"709",6075031400,2,4,8,2
"710",6075032700,2,4,12,2
"711",6075033000,2,4,12,2
"712",6075033100,0,4,12,2
"713",6075033201,2,7,4,2
"714",6075035100,2,4,12,2
"715",6075035201,2,4,12,2
"716",6075035202,2,4,5,2
"717",6075035300,2,4,12,2
"718",6075035400,2,4,12,2
"719",6075040100,6,4,5,2
"720",6075040200,6,4,5,2
"721",6075042700,2,4,5,2
"722",6075042800,1,1,1,0
"723",6075045100,2,4,5,2
"724",6075045200,2,4,5,2
"725",6075047600,2,4,5,2
"726",6075047701,2,4,5,2
"727",6075047702,2,4,5,2
"728",6075047901,2,4,12,2
"729",6075047902,2,4,12,2
"730",6075060100,2,3,2,2
"731",6075060400,0,5,5,1
"732",6075060400,0,5,5,1
"733",6075060502,0,3,8,2
"734",6075061000,2,4,10,2
"735",6081600100,2,4,10,2
"736",6081600100,0,4,10,2
"737",6081600200,0,10,12,2
"738",6081600200,2,10,12,2
"739",6081600300,0,10,10,1
"740",6081600300,0,10,10,1
"741",6081600500,2,10,12,2
"742",6081600600,2,4,12,2
"743",6081600700,2,4,12,2
"744",6081600800,0,7,5,2
"745",6081600900,0,4,12,2
"746",6081601000,2,10,10,1
"747",6081601200,2,12,12,1
"748",6081601300,0,7,9,2
"749",6081601300,0,7,9,2
"750",6081601400,0,10,10,1
"751",6081601400,0,10,10,1
"752",6081601501,0,10,10,1
"753",6081601502,0,7,5,2
"754",6081601502,0,7,5,2
"755",6081601601,0,10,12,2
"756",6081601601,0,10,12,2
"757",6081601601,0,10,12,2
"758",6081601603,0,10,10,1
"759",6081601605,0,10,10,1
"760",6081601700,0,10,10,1
"761",6081601800,0,12,10,2
"762",6081601800,0,12,10,2
"763",6081602000,0,12,10,2
"764",6081602100,0,7,9,2
"765",6081602200,0,7,9,2
"766",6081602300,0,8,12,2
"767",6081602300,0,8,12,2
"768",6081602400,0,12,12,1
"769",6081602500,0,12,10,2
"770",6081602700,0,10,12,2
"771",6081602800,2,10,10,1
"772",6081602800,0,10,10,1
"773",6081602900,0,4,10,2
"774",6081603000,0,3,10,2
"775",6081603100,0,3,1,2
"776",6081603200,0,3,14,2
"777",6081603300,0,3,1,2
"778",6081603400,0,3,1,2
"779",6081603700,0,10,10,1
"780",6081603700,0,10,10,1
"781",6081603900,2,12,10,2
"782",6081603900,0,12,10,2
"783",6081604000,0,12,10,2
"784",6081604101,0,7,9,2
"785",6081604102,0,5,5,1
"786",6081604102,0,5,5,1
"787",6081604200,0,7,9,2
"788",6081604200,0,7,9,2
"789",6081604400,2,7,12,2
"790",6081604500,0,12,1,2
"791",6081604600,0,12,13,2
"792",6081604600,0,12,13,2
"793",6081604700,0,12,13,2
"794",6081604800,0,4,12,2
"795",6081604900,0,12,13,2
"796",6081604900,0,12,13,2
"797",6081605000,0,12,10,2
"798",6081605000,1,12,10,2
"799",6081605100,0,7,10,2
"800",6081605200,1,1,1,0
"801",6081605300,1,4,1,2
"802",6081605300,0,4,1,2
"803",6081605400,0,7,10,2
"804",6081605500,0,3,2,2
"805",6081605500,1,3,2,2
"806",6081605600,1,1,1,0
"807",6081605600,0,1,1,1
"808",6081605700,1,1,1,0
"809",6081605700,1,1,1,0
"810",6081605800,1,1,1,0
"811",6081605900,0,5,12,2
"812",6081606000,0,5,12,2
"813",6081606000,0,5,12,2
"814",6081606100,0,7,12,2
"815",6081606200,0,7,9,2
"816",6081606300,0,4,12,2
"817",6081606400,0,3,2,2
"818",6081606500,1,1,1,0
"819",6081606500,1,1,1,0
"820",6081606600,0,4,1,2
"821",6081606700,1,3,1,2
"822",6081606700,0,3,1,2
"823",6081606800,0,1,13,2
"824",6081606900,0,3,1,2
"825",6081607000,0,1,13,2
"826",6081607100,0,1,1,1
"827",6081607200,2,5,12,2
"828",6081607300,0,1,1,1
"829",6081607400,0,5,10,2
"830",6081607400,0,5,10,2
"831",6081607500,0,5,10,2
"832",6081607600,0,4,10,2
"833",6081607701,0,12,9,2
"834",6081607702,0,12,12,1
"835",6081607800,0,12,10,2
"836",6081607900,0,5,2,2
"837",6081607900,0,5,2,2
"838",6081608001,0,5,2,2
"839",6081608004,0,12,2,2
"840",6081608013,0,12,10,2
"841",6081608023,0,12,13,2
"842",6081608100,0,12,13,2
"843",6081608200,0,12,13,2
"844",6081608300,0,12,13,2
"845",6081608300,0,12,13,2
"846",6081608400,0,5,10,2
"847",6081608400,0,5,10,2
"848",6081608501,0,12,10,2
"849",6081608502,0,5,10,2
"850",6081608600,0,12,10,2
"851",6081608600,0,12,10,2
"852",6081608600,0,12,10,2
"853",6081608600,0,12,10,2
"854",6081608700,0,1,10,2
"855",6081608800,0,1,13,2
"856",6081608900,0,5,10,2
"857",6081608900,0,5,10,2
"858",6081609000,0,3,10,2
"859",6081609100,0,10,10,1
"860",6081609300,0,3,1,2
"861",6081609300,0,3,1,2
"862",6081609400,0,3,1,2
"863",6081609400,0,3,1,2
"864",6081609500,0,1,1,1
"865",6081609601,0,1,1,1
"866",6081609601,0,1,1,1
"867",6081609601,0,1,1,1
"868",6081609602,0,3,1,2
"869",6081609603,0,1,1,1
"870",6081609603,0,1,1,1
"871",6081609603,0,1,1,1
