"","Geo_FIPS","density","medianYearBuilt","PConeUnit","PCownerOccUnits","PCcommutingNotCar","PCmovedWithinCounty","PClessHighSchool","PCsomeCollegeOrMore","PCdoctorate","PCmarriedCouple","PCunmarriedSSCouple","PCwithKids","PCsexMale","medianAge","PCraceBlackAlone","PCraceAsianAlone","PCraceHispanic","PCraceWhiteAlone","PCforeignBorn","perCapitaIncome","PCunemployed","PCpoorStruggling","PCwithInterests","PCveryWealthyHHolds","cluster"
"1",6001400100,0.00728192143699807,0.768115942028985,0.941389290882779,0.829230769230769,0.147174770039422,0.0711297071129707,0,0.970181503889369,0.097666378565255,0.592307692307692,0.0123076923076923,0.15,0.487740029542097,0.46815834767642,0.0404726735598227,0.213293943870015,0.0776957163958641,0.6602658788774,0.240472673559823,0.554745625693655,0.0395550061804697,0.0628633720930233,0.655384615384615,0.407692307692308,1
"2",6001400200,0.048428781385157,0,0.686274509803922,0.631901840490798,0.3019508057676,0.0420560747663551,0.0177890724269377,0.9428208386277,0.0838627700127065,0.547239263803681,0,0.195092024539877,0.483238782877772,0.409638554216867,0.0175348117586385,0.113460546673543,0.0691077875193399,0.76689014956163,0.150077359463641,0.523868572133236,0.0241935483870968,0.0830324909747292,0.561963190184049,0.307975460122699,1
"3",6001400300,0.0730079953309684,0,0.56719291490181,0.459760956175299,0.317017082785808,0.046633090841261,0.0444290976058932,0.866252302025783,0.0543278084714549,0.362151394422311,0.0330677290836653,0.190438247011952,0.451363301400147,0.344234079173838,0.131724392041268,0.125829034635225,0.0770081061164333,0.66304347826087,0.168570375829035,0.358330022059932,0.0920369301788806,0.145573159366263,0.372509960159363,0.185258964143426,2
"4",6001400400,0.0904112314321788,0,0.492608236536431,0.399006622516556,0.467653936087295,0.0568641446585772,0.052997393570808,0.889081957717926,0.0784824790037648,0.34326710816777,0.0275938189845475,0.220198675496689,0.462724935732648,0.287435456110155,0.167095115681234,0.081093713484459,0.106800654358495,0.698293993923814,0.0675391446599673,0.30241289067317,0.0429319371727749,0.157229761347684,0.361479028697572,0.124724061810155,2
"5",6001400500,0.0888888129416524,0,0.45952380952381,0.367295597484277,0.345702207609206,0.0650921658986175,0.0369068541300527,0.860105448154657,0.0263620386643234,0.216981132075472,0.00880503144654088,0.129559748427673,0.450227531285552,0.270223752151463,0.256541524459613,0.032707622298066,0.147895335608646,0.636518771331058,0.136803185437998,0.218256306263102,0.0842927631578947,0.262798634812287,0.225157232704403,0.0427672955974843,3
"6",6001400600,0.0873550236906158,0,0.479057591623037,0.462809917355372,0.311320754716981,0.114857142857143,0.0978502594514455,0.733876945885841,0.0518902891030393,0.362258953168044,0,0.24931129476584,0.417142857142857,0.251290877796902,0.364571428571429,0.0485714285714286,0.136,0.390285714285714,0.135428571428571,0.16789526328049,0.160202360876897,0.340450086555107,0.173553719008264,0.0275482093663912,3
"7",6001400700,0.0742244369932215,0,0.434804928131417,0.304031354983203,0.41030534351145,0.155743320392784,0.0670878459687124,0.705776173285199,0.0246690734055355,0.222844344904815,0.0509518477043673,0.240761478163494,0.469745222929936,0.320137693631669,0.444040036396724,0.0259326660600546,0.10828025477707,0.41105550500455,0.0893994540491356,0.123809654303057,0.103781512605042,0.484303912647862,0.187010078387458,0.0274356103023516,3
"8",6001400800,0.0688124718431378,0.130434782608696,0.391425389755011,0.319296040226273,0.287878787878788,0.0975839347348604,0.0991863618752422,0.737311119721038,0.028283611003487,0.250785669390321,0.0087994971715902,0.124450031426776,0.519266625233064,0.328743545611015,0.376320696084525,0.112181479179615,0.145742697327533,0.451211932877564,0.15941578620261,0.207472973158133,0.134792122538293,0.274621212121212,0.192960402262728,0.0509113764927718,3
"9",6001400900,0.0710183419540246,0,0.552346570397112,0.44488188976378,0.324553950722175,0.151348651348651,0.0547493403693931,0.829155672823219,0.00527704485488127,0.259842519685039,0.0334645669291339,0.270669291338583,0.455440669620876,0.328743545611015,0.313638601674052,0.1068439192516,0.0477597242737568,0.521418020679468,0.137863121614968,0.217304029705548,0.0583717357910906,0.259970457902511,0.25492125984252,0.0590551181102362,3
"10",6001401000,0.0709122148559298,0,0.421110702464141,0.32390323903239,0.3985559566787,0.0494815353829361,0.12962096396818,0.651380439868975,0.00561534861956013,0.202952029520295,0.00943009430094301,0.172611726117261,0.526793823796549,0.292598967297762,0.412352406902816,0.0368755676657584,0.206357856494096,0.361307901907357,0.120617620345141,0.124659167203321,0.112099079072721,0.456069996354357,0.137351373513735,0.019680196801968,3
"11",6001401100,0.0711155102711114,0,0.294756731223429,0.247897080653142,0.454690618762475,0.180238095238095,0.04296875,0.840444711538462,0.0330528846153846,0.236021771400297,0.00692726373082632,0.135576447303315,0.504009433962264,0.242685025817556,0.224292452830189,0.121462264150943,0.110377358490566,0.569339622641509,0.125235849056604,0.198073523971336,0.12863913337847,0.310849056603774,0.268184067293419,0.0286986640277091,3
"12",6001401200,0.0522373774183753,0,0.437549096622152,0.397034596375618,0.42972972972973,0.113432835820896,0.0354291417165669,0.889221556886228,0.0533932135728543,0.255354200988468,0.0263591433278418,0.126853377265239,0.426865671641791,0.335628227194492,0.118123667377399,0.10319829424307,0.15181236673774,0.621748400852878,0.120682302771855,0.308263568228218,0.108368452739314,0.206629358588033,0.263591433278418,0.126029654036244,2
"13",6001401300,0.0662843153282964,0.231884057971014,0.0145395799676898,0.111644657863145,0.53953953953954,0.27653997378768,0.165843113032736,0.577825818406424,0.0138974675725757,0.163265306122449,0.0210084033613445,0.092436974789916,0.576671035386632,0.325301204819277,0.330013106159895,0.192922673656619,0.178768020969856,0.35045871559633,0.274967234600262,0.138463751832619,0.137254901960784,0.555302814899062,0.1062424969988,0.0432172869147659,4
"14",6001401400,0.0845211774879181,0,0.219623502567028,0.158374211632796,0.485676215856096,0.15538788021693,0.188416698006769,0.536291839037232,0.0105302745393005,0.260686755430974,0.0105115627189909,0.301331464611072,0.49499650919246,0.197934595524957,0.447754247149174,0.113102164300675,0.198976029788224,0.316732604142425,0.243891086804747,0.0500596029212282,0.200201207243461,0.677343382006594,0.0399439383321654,0.0161177295024527,3
"15",6001401500,0.0678311407542613,0,0.407014681892333,0.410471204188482,0.325443786982249,0.170342562177382,0.127745664739884,0.713872832369942,0.00578034682080925,0.227225130890052,0.0324607329842932,0.174869109947644,0.542468324730174,0.290877796901893,0.363209760675739,0.0976067573908963,0.101830126701079,0.46785546691694,0.183951196621305,0.155241631612841,0.128633720930233,0.474425152510558,0.142408376963351,0.0513089005235602,3
"16",6001401600,0.0448400315407516,0.260869565217391,0.31917211328976,0.21313672922252,0.32436069986541,0.0801265155508698,0.20952380952381,0.615873015873016,0.0523809523809524,0.171581769436997,0.00804289544235925,0.300268096514745,0.49921834288692,0.251290877796902,0.470557582073997,0.118811881188119,0.121417404898385,0.312141740489838,0.239187076602397,0.0695230396119644,0.111638954869359,0.661281917665451,0.0737265415549598,0.0160857908847185,3
"17",6001401700,0.00663858907569014,0.855072463768116,0.335854765506808,0.430508474576271,0.263897763578275,0.136862745098039,0.1669341894061,0.709470304975923,0,0.217796610169492,0.0186440677966102,0.180508474576271,0.573184786784479,0.240963855421687,0.289281598155974,0.108336534767576,0.330003841721091,0.398770649250864,0.283519016519401,0.222901223572613,0.0769230769230769,0.411448328851325,0.107627118644068,0.0559322033898305,5
"18",6001401800,0.089299653450186,0,0.399280575539568,0.186764705882353,0.393939393939394,0.0850456621004566,0.1328125,0.7080078125,0.0078125,0.154411764705882,0.0176470588235294,0.386764705882353,0.431995540691193,0.129087779690189,0.518952062430323,0.0111482720178372,0.196767001114827,0.289297658862876,0.125418060200669,0.0645835331515558,0.176404494382022,0.599777034559643,0.0602941176470588,0,3
"19",6001402200,0.0510091227993699,0,0.41812865497076,0.321507760532151,0.42046511627907,0.082641196013289,0.222222222222222,0.589263420724095,0.00686641697877653,0.196230598669623,0.00997782705099778,0.241685144124169,0.491823385118561,0.220309810671256,0.381030253475061,0.118152085036795,0.27187244480785,0.4329517579722,0.240801308258381,0.0971801652439609,0.18349299926308,0.567023026315789,0.118625277161863,0.0177383592017738,3
"20",6001402400,0.125547685401728,0.217391304347826,0.275544388609715,0.105170902716915,0.377690802348337,0.0766773162939297,0.231177094379639,0.550371155885472,0.00265111346765642,0.178790534618755,0,0.35407537248028,0.450105411103303,0.228915662650602,0.589248067463106,0.0818692902319044,0.111384399156711,0.190442726633872,0.162333099086437,0.0585478810133867,0.232300884955752,0.60832745236415,0.0622261174408414,0,6
"21",6001402500,0.0776610483591243,0.405797101449275,0.245524296675192,0.170662905500705,0.291228070175439,0.132492113564669,0.168539325842697,0.493360572012257,0,0.145275035260931,0,0.497884344146685,0.429020429544264,0.0963855421686746,0.629649030906234,0.0932425353588266,0.193818753273965,0.106338397066527,0.184389732844421,0.0478604606552211,0.247074122236671,0.708224201152436,0.0211565585331453,0.0352609308885755,6
"22",6001402600,0.0479863611735702,0.565217391304348,0.0901033973412112,0.1850699844479,0.407834101382488,0.05078125,0.261388286334056,0.483731019522777,0.00867678958785249,0.325038880248834,0,0.0544323483670296,0.476190476190476,0.559380378657487,0.295432458697765,0.558794946550049,0.033041788143829,0.117589893100097,0.52089407191448,0.114773303372018,0.112648221343874,0.6511175898931,0.0762052877138414,0.0015552099533437,7
"23",6001402700,0.0613973577165149,0,0.227642276422764,0.211309523809524,0.375474083438685,0.208103130755064,0.283333333333333,0.586111111111111,0,0.136904761904762,0.0297619047619048,0.236607142857143,0.422586520947177,0.235800344234079,0.540376442015786,0.0801457194899818,0.123861566484517,0.280510018214936,0.0825743776563449,0.122644999520436,0.0920043811610077,0.492879256965944,0.15922619047619,0.0223214285714286,3
"24",6001402800,0.123144262683998,0.652173913043478,0.0368539325842697,0.0825,0.541853512705531,0.140463132236441,0.234487734487734,0.653679653679654,0.018037518037518,0.135,0.032,0.0645,0.579872688693543,0.435456110154905,0.419521066989997,0.161260988178236,0.0994240678993634,0.326159442255229,0.342831160957866,0.158036803091131,0.192331478045764,0.585985312117503,0.0705,0.0485,4
"25",6001402900,0.0534101163091727,0,0.0197674418604651,0.00998751560549313,0.65089722675367,0.110791366906475,0.2149302707137,0.559474979491386,0,0.17478152309613,0,0.048689138576779,0.443173695496783,0.358003442340792,0.130092923516798,0.504646175839886,0.100786275911365,0.260900643316655,0.514653323802716,0.132092405080635,0.0740740740740741,0.543461829176115,0.0299625468164794,0.00749063670411985,4
"26",6001403000,0.103996303981479,0.507246376811594,0.0520772381509655,0.191520467836257,0.607795371498173,0.0544272948822096,0.440315838365072,0.349280074314909,0.00928936367858802,0.296052631578947,0,0.0928362573099415,0.415216511533792,0.662650602409638,0.0372318899231081,0.819910967219749,0.0194253338729259,0.0797248077701335,0.672197490894375,0.0990573147171259,0.115138592750533,0.62161068393363,0.105994152046784,0.00657894736842105,7
"27",6001403100,0.0763878103224037,0.608695652173913,0.0324324324324324,0.270503597122302,0.505221932114883,0.18207600680658,0.293880295897781,0.577673167451244,0.0289172831203766,0.364028776978417,0.00719424460431655,0.0877697841726619,0.671156004489338,0.358003442340792,0.162177328843996,0.384960718294052,0.121212121212121,0.317620650953984,0.390011223344557,0.177281010646315,0.0862884160756501,0.36830835117773,0.271942446043165,0.0705035971223022,4
"28",6001403300,0.0607601357032791,0.826086956521739,0.0532054077627562,0.240343347639485,0.491532783326096,0.0933904201230934,0.228679722046747,0.658243840808591,0.058433354390398,0.312350977587029,0.0128755364806867,0.124463519313305,0.453896961690885,0.327022375215146,0.0782034346103038,0.532364597093791,0.0623513870541612,0.308322324966975,0.488243064729194,0.226648671608457,0.0793713163064833,0.347144754316069,0.168335717691941,0.0233667143538388,5
"29",6001403400,0.0982085868818097,0.304347826086957,0.0192988099067224,0.0840156639373442,0.571428571428571,0.121023513139696,0.119422922789207,0.740582420518301,0.0162970878974085,0.178355286578854,0.0220719117123532,0.0601637593449626,0.486127035083696,0.344234079173838,0.19926622334327,0.29144691584499,0.11327677138271,0.371703737674845,0.284797064893373,0.179891207541482,0.0863180515759312,0.458669122726226,0.141331434674261,0.0224279102883588,4
"30",6001403501,0.100249408681049,0.405797101449275,0.115579710144928,0.13890004014452,0.549090909090909,0.0868087035358114,0.157127715951245,0.727609962904081,0.0596184419713831,0.150943396226415,0.00963468486551586,0.13970293054998,0.475194660734149,0.299483648881239,0.308787541713014,0.245161290322581,0.0985539488320356,0.356618464961068,0.317018909899889,0.178205883561925,0.042029534267323,0.487430478309232,0.124046567643517,0.0497792051384986,5
